0,1,2,3,4,5,6,7,8,9,,0,1,2,3,4,5,6,7,8,9,,0,1,2,3,4,5,6,7,8,9
Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy
1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0.520030357,0.535067227,0.610390139,0,0,,0,0,0.16,0,0.314272888,1,0.333321506,0.771433606,0,0
0.54109269,0.613415946,0.388036963,0.688130856,0.649113443,0.511611143,0.366725445,0.621174806,0.766740568,0.74418891,,0.847973675,0.75590593,0.6,0.1860519,0.296535052,0,0.719306442,0.084414792,0.548073136,0.557010906,,0.888896955,0.666603613,0.6,0.358475465,0.542857945,0.461541101,0.481495937,0.228566394,0.599988868,0.588242277
0.390299175,0.247838619,0.079712086,0.264853955,0.378678826,0.497953573,0,0.241861822,0.45296375,0.375634782,,0.643262903,0.685034772,0.376024786,0.729664219,0.01377921,0.090041741,0,0,0.634599156,0.802614413,,0.703713114,0.666603613,0.16,0.811319676,0,0.384623302,0,0.114283197,0.599988868,0.852924593
0.391781776,0.408389162,0.434700366,0.419294416,0.319954434,0.222464426,0.29652052,0.246115948,0.495750792,0.342462242,,0.918150329,0.708658491,0.432030505,0.610465531,0.668976632,0.560036862,0.710533146,0.311704162,0.822109705,0.855241872,,0.888896955,0.749929065,0.16,0.452825155,0.714289723,0.423082201,0.888904659,0.200017623,0.685701564,0.970590854
0.256360847,0.291115262,0.236251111,0,0.346962109,0.158566729,0.222564477,0.35863582,0.527181623,0.358166531,,0.812885348,0.795243404,0.752001907,0.825586369,0.848267526,0.820024936,0.894720449,0.57145763,0.927876231,0.640348588,,0.740735364,0.833254516,0.24,0.849051929,0.742852333,0.538493207,0.814817443,0.285722677,0.942867479,0.441166869
0.553828475,0.38291684,0.262445923,0.252594217,0.329172449,0.336666882,0.563547669,0.321469423,0.342088176,0.487947998,,0.976619328,0.747995965,0.920019066,0.941862123,0.344802579,0.939990242,0.622800187,0.642854237,0.884613221,0.934196107,,0.851838409,0.916674548,0.68,0.924516436,0.14284111,0.461541101,0.555547671,0.685728552,0.599988868,0.970590854
0.51055974,0.267402308,0.089543367,0.430078746,0.409473298,0.333507423,0.502040495,0.397177453,0.489970785,0.422334499,,0.959057846,0.992090036,0.808007626,0.665698296,0.737912973,0.829999458,0.938586928,0.603921728,0.754796062,0.837708083,,0.888896955,1,0.72,0.660371606,0.685727112,0.615411006,1,0.342878961,0.485695998,0.735288008
0.294814659,0.196048542,0,0.370755213,0.441510516,0.196975338,0.237367606,0.396031206,0.378436072,0.483114794,,0.941531001,0.866114562,0.784032412,0.825586369,0.779290894,0.930015721,0.842132586,0.896098613,0.697102672,0.719276731,,0.814816159,0.583278161,0.76,0.849051929,0.514295334,0.807705503,0.592591278,1,0.514276173,0.529423984
