0,1,2,3,4,5,6,7,8,9,,0,1,2,3,4,5,6,7,8,9,,0,1,2,3,4,5,6,7,8,9
Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,Entropy,,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,Training Accuracy,,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy,Testing Accuracy
0.269984096,0.210744939,0.085941519,0.281293166,0.183691056,0.225130013,0.199935008,0.107761714,0.332516743,0.338769148,,0.982473156,0.779529649,0.768017159,0.962215727,0.889645447,0.430042825,0.807039402,0.88312111,0.764416315,0.877185201,,1,0.916674548,0.68,0.849051929,0.914284111,0.269246604,0.777773835,0.714277323,0.457143652,0.911772561
0.775017289,0.199486534,0.285747262,0.324584828,0.179336416,0.387573811,0.582637704,0.348718858,0.348296381,0.317048285,,0.438586768,0.984233158,0.896043851,0.837224638,0.979290894,1,0.587707003,0.253244376,0.899043601,0.671032719,,0.592573772,1,0.84,0.754721296,0.914284111,0.653869905,0.185182557,0,0.771414259,0.411757723
0.622153349,0.240551166,0.517467676,0.418188073,0.330787131,0.408461112,0.631369865,0.370498084,0.583632591,0.42787703,,0.929823346,0.866114562,0.960009533,0.962215727,1,0.670027647,0.535067227,0.863634514,0.870182841,0.644732036,,0.851838409,0.583278161,0.64,0.830185803,0.914284111,0.269246604,0.296277898,0.65715041,0.685701564,0.411757723
0.479276398,0.507068614,0.587023153,0.596948775,0.367782387,0.491762478,0.666116534,0.452042444,0.503579522,0.388311641,,0.959057846,0.984233158,0.888036225,0.994189777,0.717244158,0.639995663,1,0.909116798,0.826919831,0.978056672,,0.851838409,0.666603613,0.76,0.886784183,0.485704666,0,0.814817443,0.514289071,0.485695998,1
0.248027679,0.238026388,0.648509463,0.276458929,0.309638333,0.121344613,0.609114058,0.361336704,0.301452701,0.229109802,,1,0.913362,0.792040038,0.921526342,0.758622079,0.880034694,0.719306442,0.915585208,0.951926864,0.872801753,,0.925919204,0.666603613,0.36,0.830185803,0.657136444,0.653869905,0.333321506,0.65715041,0.88570713,0.852924593
0,0.422385395,0.395771538,0.307522373,0.262019356,0.1909787,0.376873359,0.271622595,0.456082293,0.291020515,,0.994146172,0.968466316,0.928026692,0.921526342,0.882755842,0.870005963,0.91226704,0.974044994,0.504810127,0.815790847,,0.925919204,0.916674548,0.88,0.547155788,0.828568222,0.576952106,0.74076571,0.885716803,0.457143652,0.676469715
0.542048052,0.194274435,0.587366081,0.262090891,0.248232339,0.036590608,0.367946822,0.234308344,0.282754255,0.377285165,,0.953238656,0.968466316,0.592040038,0.779068938,0.965511684,0.870005963,0.964906816,0.525975347,0.860562588,1,,0.703713114,0.49995271,0,0.547155788,0.542857945,0.615411006,0.851861051,0.342878961,0.657149218,1
0.571150126,0.280106877,0.38215159,0.336811516,0.309361726,0.161227231,0.657355002,0.256265804,0.327756574,0.268346384,,0.883062002,0.921218878,1,0.927336565,0.61377921,0.730037404,0.973680112,0.532484439,0.923066104,0.978056672,,0.814816159,0.916674548,0.92,0.679237732,0.342863556,0.576952106,0.851861051,0.342878961,0.742861914,1
0.323069545,0,0.385462635,0.306904595,0.084519632,0.101362625,0.467960664,0.095327338,0,0.114718185,,0.976619328,0.787386527,0.928026692,0.941862123,0.979290894,0.860031441,0.561387115,0.837679509,0.98556962,0.921045765,,0.740735364,0.49995271,0.8,0.735836112,1,0.346164402,0.296277898,0.514289071,0.857154784,0.852924593
0.423201482,0.14385232,0.29400284,0.285934283,0,0,0.446225491,0,0.020056854,0,,0.923969519,0.976376281,0.976024786,0.875008911,0.965511684,0.890009216,0.815812698,0.870143607,1,0.978056672,,0.740735364,0.666603613,1,0.698103859,0.942874779,0.576952106,0.555547671,0.857138661,1,0.911772561
0.642767892,0.153272152,0.13214739,0.229975386,0.147518931,0.115316237,0.317827878,0.041957109,0.176679889,0.173421,,0.859646692,0.976376281,0.85600572,0.997094888,0.979290894,0.970022226,0.973680112,1,1,0.710509837,,0.740735364,0.749929065,0.76,0.849051929,0.771443001,0.538493207,0.814817443,0.971421858,0.657149218,0.058818292
0.676906882,0.372109621,0.670873845,0.526866058,0.407653856,0.249092981,0.589777664,0.179021726,0.345766202,0.322672573,,0.912296502,1,1,1,0.889645447,0.880034694,0.938586928,0.928603393,0.764416315,0.890335542,,0.851838409,0.833254516,0.96,1,0.771443001,0.538493207,0.666678494,0.742855465,0.685701564,0.499985162
